file,measure,pitch,fingering,part
annotated_Piano7_candace_page2,2,B3,1,P1
annotated_Piano7_candace_page2,2,G3,3,P1
annotated_Piano7_candace_page2,2,B3,1,P1
annotated_Piano7_candace_page2,2,G3,3,P1
annotated_Piano7_candace_page2,2,B3,1,P1
annotated_Piano7_candace_page2,3,E5,5,P1
annotated_Piano7_candace_page2,3,C#5,3,P1
annotated_Piano7_candace_page2,3,A4,1,P1
annotated_Piano7_candace_page2,3,C5,3,P1
annotated_Piano7_candace_page2,3,E5,5,P1
annotated_Piano7_candace_page2,3,C5,3,P1
annotated_Piano7_candace_page2,3,A4,1,P1
annotated_Piano7_candace_page2,3,A3,5,P1
annotated_Piano7_candace_page2,3,E4,1,P1
annotated_Piano7_candace_page2,3,C#4,3,P1
annotated_Piano7_candace_page2,3,E4,1,P1
annotated_Piano7_candace_page2,3,C#4,3,P1
annotated_Piano7_candace_page2,3,E4,1,P1
annotated_Piano7_candace_page2,3,F3,5,P1
annotated_Piano7_candace_page2,3,C4,1,P1
annotated_Piano7_candace_page2,3,A3,3,P1
annotated_Piano7_candace_page2,3,C4,1,P1
annotated_Piano7_candace_page2,4,E5,3,P1
annotated_Piano7_candace_page2,4,C#5,1,P1
annotated_Piano7_candace_page2,4,A4,1,P1
annotated_Piano7_candace_page2,4,C5,,P1
annotated_Piano7_candace_page2,4,E5,,P1
annotated_Piano7_candace_page2,4,C5,,P1
annotated_Piano7_candace_page2,4,A4,,P1
annotated_Piano7_candace_page2,4,A3,1,P1
annotated_Piano7_candace_page2,4,E4,,P1
annotated_Piano7_candace_page2,4,E3,1,P1
annotated_Piano7_candace_page2,4,C#4,,P1
annotated_Piano7_candace_page2,4,C#4,3,P1
annotated_Piano7_candace_page2,4,E4,1,P1
annotated_Piano7_candace_page2,4,E4,1,P1
annotated_Piano7_candace_page2,4,F3,,P1
annotated_Piano7_candace_page2,4,E3,,P1
annotated_Piano7_candace_page2,4,C4,,P1
annotated_Piano7_candace_page2,4,C4,,P1
annotated_Piano7_candace_page2,4,A3,,P1
annotated_Piano7_candace_page2,5,A4,1,P1
annotated_Piano7_candace_page2,5,C#5,3,P1
annotated_Piano7_candace_page2,5,G#4,1,P1
annotated_Piano7_candace_page2,5,C#5,3,P1
annotated_Piano7_candace_page2,5,A4,1,P1
annotated_Piano7_candace_page2,5,C#5,3,P1
annotated_Piano7_candace_page2,5,A4,1,P1
annotated_Piano7_candace_page2,5,C#5,3,P1
annotated_Piano7_candace_page2,5,G#4,1,P1
annotated_Piano7_candace_page2,5,C#5,3,P1
annotated_Piano7_candace_page2,5,A4,1,P1
annotated_Piano7_candace_page2,5,C#5,3,P1
annotated_Piano7_candace_page2,5,A3,5,P1
annotated_Piano7_candace_page2,5,E4,1,P1
annotated_Piano7_candace_page2,5,C#4,3,P1
annotated_Piano7_candace_page2,5,E4,1,P1
annotated_Piano7_candace_page2,5,C#4,3,P1
annotated_Piano7_candace_page2,5,E4,1,P1
annotated_Piano7_candace_page2,5,A3,5,P1
annotated_Piano7_candace_page2,5,E4,1,P1
annotated_Piano7_candace_page2,5,C#4,3,P1
annotated_Piano7_candace_page2,5,E4,1,P1
annotated_Piano7_candace_page2,5,C#4,3,P1
annotated_Piano7_candace_page2,5,E4,1,P1
annotated_Piano7_candace_page2,6,A4,1,P1
annotated_Piano7_candace_page2,6,C#5,3,P1
annotated_Piano7_candace_page2,6,G#4,1,P1
annotated_Piano7_candace_page2,6,C#5,3,P1
annotated_Piano7_candace_page2,6,A4,1,P1
annotated_Piano7_candace_page2,6,C#5,14,P1
annotated_Piano7_candace_page2,6,A4,15,P1
annotated_Piano7_candace_page2,6,D#5,,P1
annotated_Piano7_candace_page2,6,G#4,25,P1
annotated_Piano7_candace_page2,6,D#5,,P1
annotated_Piano7_candace_page2,6,F4,,P1
annotated_Piano7_candace_page2,6,D#5,,P1
annotated_Piano7_candace_page2,6,A3,5,P1
annotated_Piano7_candace_page2,6,E4,1,P1
annotated_Piano7_candace_page2,6,C#4,3,P1
annotated_Piano7_candace_page2,6,E4,1,P1
annotated_Piano7_candace_page2,6,C#4,3,P1
annotated_Piano7_candace_page2,6,E4,1,P1
annotated_Piano7_candace_page2,6,F3,5,P1
annotated_Piano7_candace_page2,6,C4,1,P1
annotated_Piano7_candace_page2,6,A3,3,P1
annotated_Piano7_candace_page2,6,C4,1,P1
annotated_Piano7_candace_page2,6,A3,3,P1
annotated_Piano7_candace_page2,6,C4,1,P1
annotated_Piano7_candace_page2,7,A#4,1,P1
annotated_Piano7_candace_page2,7,D5,4,P1
annotated_Piano7_candace_page2,7,A4,1,P1
annotated_Piano7_candace_page2,7,D5,4,P1
annotated_Piano7_candace_page2,7,A#4,1,P1
annotated_Piano7_candace_page2,7,D5,4,P1
annotated_Piano7_candace_page2,7,A4,14,P1
annotated_Piano7_candace_page2,7,D5,,P1
annotated_Piano7_candace_page2,7,A#4,14,P1
annotated_Piano7_candace_page2,7,D5,,P1
annotated_Piano7_candace_page2,7,C5,34,P1
annotated_Piano7_candace_page2,7,D5,,P1
annotated_Piano7_candace_page2,7,A#3,5,P1
annotated_Piano7_candace_page2,7,F4,1,P1
annotated_Piano7_candace_page2,7,D4,3,P1
annotated_Piano7_candace_page2,7,F4,1,P1
annotated_Piano7_candace_page2,7,D4,3,P1
annotated_Piano7_candace_page2,7,F4,1,P1
annotated_Piano7_candace_page2,7,A#3,5,P1
annotated_Piano7_candace_page2,7,F4,1,P1
annotated_Piano7_candace_page2,7,D4,3,P1
annotated_Piano7_candace_page2,7,F4,1,P1
annotated_Piano7_candace_page2,7,D4,3,P1
annotated_Piano7_candace_page2,7,F4,1,P1
annotated_Piano7_candace_page2,8,A4,14,P1
annotated_Piano7_candace_page2,8,D5,,P1
annotated_Piano7_candace_page2,8,A#4,14,P1
annotated_Piano7_candace_page2,8,D5,,P1
annotated_Piano7_candace_page2,8,C5,34,P1
annotated_Piano7_candace_page2,8,D5,,P1
annotated_Piano7_candace_page2,8,C5,34,P1
annotated_Piano7_candace_page2,8,D5,,P1
annotated_Piano7_candace_page2,8,A#4,14,P1
annotated_Piano7_candace_page2,8,D5,,P1
annotated_Piano7_candace_page2,8,A4,14,P1
annotated_Piano7_candace_page2,8,D5,,P1
annotated_Piano7_candace_page2,8,A#3,5,P1
annotated_Piano7_candace_page2,8,F4,1,P1
annotated_Piano7_candace_page2,8,D4,3,P1
annotated_Piano7_candace_page2,8,F4,1,P1
annotated_Piano7_candace_page2,8,D4,3,P1
annotated_Piano7_candace_page2,8,F4,1,P1
annotated_Piano7_candace_page2,8,A#3,5,P1
annotated_Piano7_candace_page2,8,F4,1,P1
annotated_Piano7_candace_page2,8,D4,3,P1
annotated_Piano7_candace_page2,8,F4,1,P1
annotated_Piano7_candace_page2,8,D4,3,P1
annotated_Piano7_candace_page2,8,F4,1,P1
annotated_Piano7_candace_page2,9,A4,1,P1
annotated_Piano7_candace_page2,9,C#5,4,P1
annotated_Piano7_candace_page2,9,G#4,1,P1
annotated_Piano7_candace_page2,9,C#5,4,P1
annotated_Piano7_candace_page2,9,A4,1,P1
annotated_Piano7_candace_page2,9,C#5,4,P1
annotated_Piano7_candace_page2,9,A4,1,P1
annotated_Piano7_candace_page2,9,C#5,4,P1
annotated_Piano7_candace_page2,9,G#4,1,P1
annotated_Piano7_candace_page2,9,C#5,4,P1
annotated_Piano7_candace_page2,9,A4,1,P1
annotated_Piano7_candace_page2,9,C#5,4,P1
annotated_Piano7_candace_page2,9,A3,5,P1
annotated_Piano7_candace_page2,9,E4,1,P1
annotated_Piano7_candace_page2,9,C#4,3,P1
annotated_Piano7_candace_page2,9,E4,1,P1
annotated_Piano7_candace_page2,9,C#4,3,P1
annotated_Piano7_candace_page2,9,E4,1,P1
annotated_Piano7_candace_page2,9,A3,5,P1
annotated_Piano7_candace_page2,9,E4,1,P1
annotated_Piano7_candace_page2,9,C#4,3,P1
annotated_Piano7_candace_page2,9,E4,1,P1
annotated_Piano7_candace_page2,9,C#4,3,P1
annotated_Piano7_candace_page2,9,E4,1,P1
annotated_Piano7_candace_page2,10,A4,1,P1
annotated_Piano7_candace_page2,10,C#5,4,P1
annotated_Piano7_candace_page2,10,G#4,1,P1
annotated_Piano7_candace_page2,10,C#5,4,P1
annotated_Piano7_candace_page2,10,A4,1,P1
annotated_Piano7_candace_page2,10,C#5,15,P1
annotated_Piano7_candace_page2,10,A4,15,P1
annotated_Piano7_candace_page2,10,D#5,,P1
annotated_Piano7_candace_page2,10,G#4,,P1
annotated_Piano7_candace_page2,10,D#5,,P1
annotated_Piano7_candace_page2,10,F4,,P1
annotated_Piano7_candace_page2,10,D#5,,P1
annotated_Piano7_candace_page2,10,A3,5,P1
annotated_Piano7_candace_page2,10,E4,1,P1
annotated_Piano7_candace_page2,10,C#4,3,P1
annotated_Piano7_candace_page2,10,E4,1,P1
annotated_Piano7_candace_page2,10,C#4,3,P1
annotated_Piano7_candace_page2,10,E4,1,P1
annotated_Piano7_candace_page2,10,F3,5,P1
annotated_Piano7_candace_page2,10,C4,1,P1
annotated_Piano7_candace_page2,10,A3,3,P1
annotated_Piano7_candace_page2,10,C4,1,P1
annotated_Piano7_candace_page2,10,A3,3,P1
annotated_Piano7_candace_page2,10,C4,1,P1
annotated_Piano7_candace_page2,11,A#4,1,P1
annotated_Piano7_candace_page2,11,D5,4,P1
annotated_Piano7_candace_page2,11,A4,1,P1
annotated_Piano7_candace_page2,11,D5,4,P1
annotated_Piano7_candace_page2,11,A#4,1,P1
annotated_Piano7_candace_page2,11,D5,4,P1
annotated_Piano7_candace_page2,11,A4,14,P1
annotated_Piano7_candace_page2,11,D5,,P1
annotated_Piano7_candace_page2,11,A#4,14,P1
annotated_Piano7_candace_page2,11,D5,,P1
annotated_Piano7_candace_page2,11,C5,34,P1
annotated_Piano7_candace_page2,11,D5,,P1
annotated_Piano7_candace_page2,11,A#3,5,P1
annotated_Piano7_candace_page2,11,F4,1,P1
annotated_Piano7_candace_page2,11,D4,3,P1
annotated_Piano7_candace_page2,11,F4,1,P1
annotated_Piano7_candace_page2,11,D4,3,P1
annotated_Piano7_candace_page2,11,F4,1,P1
annotated_Piano7_candace_page2,11,A#3,5,P1
annotated_Piano7_candace_page2,11,F4,1,P1
annotated_Piano7_candace_page2,11,D4,3,P1
annotated_Piano7_candace_page2,11,F4,1,P1
annotated_Piano7_candace_page2,11,D4,3,P1
annotated_Piano7_candace_page2,11,F4,1,P1
annotated_Piano7_candace_page2,12,A4,14,P1
annotated_Piano7_candace_page2,12,D5,,P1
annotated_Piano7_candace_page2,12,A#4,14,P1
annotated_Piano7_candace_page2,12,D5,,P1
annotated_Piano7_candace_page2,12,C5,34,P1
annotated_Piano7_candace_page2,12,D5,,P1
annotated_Piano7_candace_page2,12,C5,34,P1
annotated_Piano7_candace_page2,12,D5,,P1
annotated_Piano7_candace_page2,12,A#4,14,P1
annotated_Piano7_candace_page2,12,D5,,P1
annotated_Piano7_candace_page2,12,A4,14,P1
annotated_Piano7_candace_page2,12,D5,,P1
annotated_Piano7_candace_page2,12,A#3,5,P1
annotated_Piano7_candace_page2,12,F4,1,P1
annotated_Piano7_candace_page2,12,D4,3,P1
annotated_Piano7_candace_page2,12,F4,1,P1
annotated_Piano7_candace_page2,12,D4,3,P1
annotated_Piano7_candace_page2,12,F4,1,P1
annotated_Piano7_candace_page2,12,A#3,5,P1
annotated_Piano7_candace_page2,12,F4,1,P1
annotated_Piano7_candace_page2,12,D4,3,P1
annotated_Piano7_candace_page2,12,F4,1,P1
annotated_Piano7_candace_page2,12,D4,3,P1
annotated_Piano7_candace_page2,12,F4,1,P1
annotated_Piano7_candace_page2,13,E5,5,P1
annotated_Piano7_candace_page2,13,D#5,4,P1
annotated_Piano7_candace_page2,13,C#5,3,P1
annotated_Piano7_candace_page2,13,A4,1,P1
annotated_Piano7_candace_page2,13,C#5,3,P1
annotated_Piano7_candace_page2,13,D#5,4,P1
annotated_Piano7_candace_page2,13,E5,5,P1
annotated_Piano7_candace_page2,13,D#5,4,P1
annotated_Piano7_candace_page2,13,C#5,3,P1
annotated_Piano7_candace_page2,13,A4,1,P1
annotated_Piano7_candace_page2,13,C#5,3,P1
annotated_Piano7_candace_page2,13,D#5,4,P1
annotated_Piano7_candace_page2,13,A3,5,P1
annotated_Piano7_candace_page2,13,E4,1,P1
annotated_Piano7_candace_page2,13,E3,1,P1
annotated_Piano7_candace_page2,13,C#4,,P1
annotated_Piano7_candace_page2,13,C#4,3,P1
annotated_Piano7_candace_page2,13,E4,1,P1
annotated_Piano7_candace_page2,13,A3,5,P1
annotated_Piano7_candace_page2,13,E4,1,P1
annotated_Piano7_candace_page2,13,C#4,3,P1
annotated_Piano7_candace_page2,13,E4,1,P1
annotated_Piano7_candace_page2,13,C#4,3,P1
annotated_Piano7_candace_page2,13,E4,1,P1
annotated_Piano7_candace_page2,13,E4,,P1
annotated_Piano7_candace_page2,14,E5,5,P1
annotated_Piano7_candace_page2,14,D#5,4,P1
annotated_Piano7_candace_page2,14,C#5,3,P1
annotated_Piano7_candace_page2,14,A4,1,P1
annotated_Piano7_candace_page2,14,C#5,3,P1
annotated_Piano7_candace_page2,14,D#5,4,P1
annotated_Piano7_candace_page2,14,E5,5,P1
annotated_Piano7_candace_page2,14,D#5,4,P1
annotated_Piano7_candace_page2,14,C#5,3,P1
annotated_Piano7_candace_page2,14,A4,1,P1
annotated_Piano7_candace_page2,14,C#5,3,P1
annotated_Piano7_candace_page2,14,D#5,4,P1
annotated_Piano7_candace_page2,14,A3,5,P1
annotated_Piano7_candace_page2,14,E4,1,P1
annotated_Piano7_candace_page2,14,E3,1,P1
annotated_Piano7_candace_page2,14,C#4,,P1
annotated_Piano7_candace_page2,14,C#4,3,P1
annotated_Piano7_candace_page2,14,E4,1,P1
annotated_Piano7_candace_page2,14,A3,5,P1
annotated_Piano7_candace_page2,14,E4,1,P1
annotated_Piano7_candace_page2,14,E3,1,P1
annotated_Piano7_candace_page2,14,C#4,,P1
annotated_Piano7_candace_page2,14,C#4,3,P1
annotated_Piano7_candace_page2,14,E4,1,P1
annotated_Piano7_candace_page2,14,E4,,P1
annotated_Piano7_candace_page2,14,E4,,P1
annotated_Piano7_candace_page2,15,F5,5,P1
annotated_Piano7_candace_page2,15,E5,4,P1
annotated_Piano7_candace_page2,15,C5,3,P1
annotated_Piano7_candace_page2,15,A4,1,P1
annotated_Piano7_candace_page2,15,F5,5,P1
annotated_Piano7_candace_page2,15,E5,4,P1
annotated_Piano7_candace_page2,15,C5,2,P1
annotated_Piano7_candace_page2,15,A4,1,P1
annotated_Piano7_candace_page2,15,C5,2,P1
annotated_Piano7_candace_page2,15,E5,4,P1
annotated_Piano7_candace_page2,15,F3,5,P1
annotated_Piano7_candace_page2,15,C4,1,P1
annotated_Piano7_candace_page2,15,A3,3,P1
annotated_Piano7_candace_page2,15,C4,1,P1
annotated_Piano7_candace_page2,15,A3,3,P1
annotated_Piano7_candace_page2,15,E3,4,P1
annotated_Piano7_candace_page2,15,C4,,P1
annotated_Piano7_candace_page2,15,C4,1,P1
annotated_Piano7_candace_page2,15,A3,3,P1
annotated_Piano7_candace_page2,15,C4,1,P1
annotated_Piano7_candace_page2,15,A3,3,P1
annotated_Piano7_candace_page2,15,C4,1,P1
annotated_Piano7_candace_page2,15,F3,,P1
annotated_Piano7_candace_page2,16,F5,5,P1
annotated_Piano7_candace_page2,16,E5,4,P1
annotated_Piano7_candace_page2,16,C5,2,P1
annotated_Piano7_candace_page2,16,A4,5,P1
annotated_Piano7_candace_page2,16,F3,4,P1
annotated_Piano7_candace_page2,16,E3,52,P1
annotated_Piano7_candace_page2,16,C4,,P1
annotated_Piano7_candace_page2,16,C4,1,P1
annotated_Piano7_candace_page2,16,C4,31,P1
annotated_Piano7_candace_page2,16,F5,4,P1
annotated_Piano7_candace_page2,16,E5,51,P1
annotated_Piano7_candace_page2,16,C5,3,P1
annotated_Piano7_candace_page2,16,A4,51,P1
annotated_Piano7_candace_page2,16,C5,3,P1
annotated_Piano7_candace_page2,16,E5,1,P1
annotated_Piano7_candace_page2,16,C3,,P1
annotated_Piano7_candace_page2,16,A3,,P1
annotated_Piano7_candace_page2,16,A3,,P1
annotated_Piano7_candace_page2,16,F3,,P1
annotated_Piano7_candace_page2,16,E3,,P1
annotated_Piano7_candace_page2,16,C4,,P1
annotated_Piano7_candace_page2,16,E3,,P1
annotated_Piano7_candace_page2,16,C4,,P1
annotated_Piano7_candace_page2,16,C4,,P1
annotated_Piano7_candace_page2,16,A3,,P1
annotated_Piano7_candace_page2,16,A3,,P1
annotated_Piano7_candace_page3,1,E5,5,P1
annotated_Piano7_candace_page3,1,D#5,4,P1
annotated_Piano7_candace_page3,1,C#5,3,P1
annotated_Piano7_candace_page3,1,A4,1,P1
annotated_Piano7_candace_page3,1,C#5,3,P1
annotated_Piano7_candace_page3,1,D#5,4,P1
annotated_Piano7_candace_page3,1,E5,5,P1
annotated_Piano7_candace_page3,1,D#5,4,P1
annotated_Piano7_candace_page3,1,C#5,3,P1
annotated_Piano7_candace_page3,1,A4,1,P1
annotated_Piano7_candace_page3,1,C#5,3,P1
annotated_Piano7_candace_page3,1,D#5,4,P1
annotated_Piano7_candace_page3,1,A3,5,P1
annotated_Piano7_candace_page3,1,E4,1,P1
annotated_Piano7_candace_page3,1,E3,1,P1
annotated_Piano7_candace_page3,1,C#4,,P1
annotated_Piano7_candace_page3,1,C#4,3,P1
annotated_Piano7_candace_page3,1,E4,1,P1
annotated_Piano7_candace_page3,1,A3,5,P1
annotated_Piano7_candace_page3,1,E4,1,P1
annotated_Piano7_candace_page3,1,C#4,3,P1
annotated_Piano7_candace_page3,1,E4,1,P1
annotated_Piano7_candace_page3,1,C#4,3,P1
annotated_Piano7_candace_page3,1,E4,1,P1
annotated_Piano7_candace_page3,1,E4,,P1
annotated_Piano7_candace_page3,2,E5,5,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,A4,1,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,E5,5,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,A4,1,P1
annotated_Piano7_candace_page3,2,C#5,3,P1
annotated_Piano7_candace_page3,2,D#5,4,P1
annotated_Piano7_candace_page3,2,A3,5,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,E3,1,P1
annotated_Piano7_candace_page3,2,C#4,,P1
annotated_Piano7_candace_page3,2,C#4,3,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,A3,5,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,E3,1,P1
annotated_Piano7_candace_page3,2,C#4,,P1
annotated_Piano7_candace_page3,2,C#4,3,P1
annotated_Piano7_candace_page3,2,E4,1,P1
annotated_Piano7_candace_page3,2,E4,,P1
annotated_Piano7_candace_page3,2,E4,,P1
annotated_Piano7_candace_page3,3,F5,5,P1
annotated_Piano7_candace_page3,3,E5,4,P1
annotated_Piano7_candace_page3,3,C5,2,P1
annotated_Piano7_candace_page3,3,A4,1,P1
annotated_Piano7_candace_page3,3,F5,5,P1
annotated_Piano7_candace_page3,3,E5,4,P1
annotated_Piano7_candace_page3,3,C5,2,P1
annotated_Piano7_candace_page3,3,A4,1,P1
annotated_Piano7_candace_page3,3,C5,2,P1
annotated_Piano7_candace_page3,3,E5,4,P1
annotated_Piano7_candace_page3,3,F3,5,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,E3,4,P1
annotated_Piano7_candace_page3,3,C4,,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,A3,3,P1
annotated_Piano7_candace_page3,3,C4,1,P1
annotated_Piano7_candace_page3,3,F3,,P1
annotated_Piano7_candace_page3,4,F5,5,P1
annotated_Piano7_candace_page3,4,E5,4,P1
annotated_Piano7_candace_page3,4,C5,2,P1
annotated_Piano7_candace_page3,4,A4,5,P1
annotated_Piano7_candace_page3,4,F3,4,P1
annotated_Piano7_candace_page3,4,E3,51,P1
annotated_Piano7_candace_page3,4,C4,,P1
annotated_Piano7_candace_page3,4,C4,1,P1
annotated_Piano7_candace_page3,4,C4,31,P1
annotated_Piano7_candace_page3,4,F5,4,P1
annotated_Piano7_candace_page3,4,E5,51,P1
annotated_Piano7_candace_page3,4,C5,,P1
annotated_Piano7_candace_page3,4,A4,51,P1
annotated_Piano7_candace_page3,4,C5,3,P1
annotated_Piano7_candace_page3,4,E5,1,P1
annotated_Piano7_candace_page3,4,C3,,P1
